File_path,store_procedure_name,Extracted,db
DataLakeBaseToMart_DimAccreditation,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimAccreditation,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimAccreditation,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimAccreditation,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimAccreditation,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimAge,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimAge,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimAge,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimAge,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimAge,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimAssessment,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimAssessment,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimAssessment,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimAssessment,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimAssessment,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimAssignment,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimAssignment,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimAssignment,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimAssignment,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimAssignment,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimEvent,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimEvent,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimEvent,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimEvent,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimEvent,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimPayGrade,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimPayGrade,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimPayGrade,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimPayGrade,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimPayGrade,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimPerson,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimPerson,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimPerson,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimPerson,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimPerson,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,FROM DimPerson. Runtime ,DimPerson
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,from source,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @ProcName NVARCHAR,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @DebugMsg NVARCHAR,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @SourceName VARCHAR,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @RowCount INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @Error INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @SourceCount INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @InsertCount INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @UpdateCount INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @DeleteCount INT,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @EffectiveTo Datetime2,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @tblMergeActions TABLE,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @tblDeleteActions TABLE,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,from DimPerson based on [DimPerson].[SupervisorNumber] ,[DimPerson]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,From [DW_Mart].Sys.Tables Where Name ,[DW_Mart]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,"From
		  FROM [DW_MART].[dbo].[DimPerson] as p ",[DW_MART]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,JOIN [DW_Mart].dbo.DimPerson as s ,[DW_Mart]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,Insert Into [DimPersonSupervisor],No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,From PersonSupervisorColumns,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,FROM [DW_Mart].dbo.DimPerson,[DW_Mart]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,FROM [DW_Mart].dbo.DimPersonSupervisor,[DW_Mart]
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,from DimPerson and loaded ,No db found
DataLakeBaseToMart_DimPerson,spDimPersonSupervisorLoad,DECLARE @ErrMsg NVARCHAR,No db found
DataLakeBaseToMart_DimPosition,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimPosition,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimPosition,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimPosition,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimPosition,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimTermination,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimTermination,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimTermination,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimTermination,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimTermination,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_DimTimeIn,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_DimTimeIn,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_DimTimeIn,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_DimTimeIn,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_DimTimeIn,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_FactCosting,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_FactCosting,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_FactCosting,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_FactCosting,spFactCostingLoad,from [DW_Landing].[FactADPCostingBN],[DW_Landing]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,update Person Keys in fact when there is an incremental change in DimPerson,No db found
DataLakeBaseToMart_FactCosting,spFactCostingLoad,INSERT INTO [dbo].[FactCosting],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,FROM [DW_Landing].[dbo].[FactADPCostingBN] AS [SRC],[DW_Landing]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,JOIN [DW_Mart].[dbo].[DimCostCenter] AS [DIM_CCenter] ,[DW_Mart]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,JOIN [DW_Mart].[dbo].[DimAccountSubaccount] AS [SubActDT],[DW_Mart]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,JOIN [DW_Mart].[dbo].[DimDate] AS [FullDT] ,[DW_Mart]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,JOIN [DW_Mart].[dbo].[DimMeasure] AS [DIM_MES],[DW_Mart]
DataLakeBaseToMart_FactCosting,spFactCostingLoad,JOIN [DW_Mart].[dbo].[DimDataScenario] AS [DIM_DATASC] ,[DW_Mart]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,Update [PersonKey] since [PersonKey] is expected to change in [dbo].[DimPerson],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,DECLARE @AuditID BIGINT ,No db found
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,FROM [dbo].[FactCosting] [F],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,JOIN [dbo].[DimDate] [D],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,JOIN [dbo].[DimPerson] [P],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,JOIN [dbo].[DimPerson] [C],[dbo]
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,UPDATE [F],No db found
DataLakeBaseToMart_FactCosting,spFactCostingUpdateKeys,JOIN ,No db found
DataLakeBaseToMart_FactEarning,spFactEarningLoad,from [DW_Landing].[FactADPEarningBN],[DW_Landing]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,update Person Keys in fact when there is an incremental change in DimPerson,No db found
DataLakeBaseToMart_FactEarning,spFactEarningLoad,INSERT INTO [dbo].[FactEarning],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,FROM [DW_Landing].[dbo].[FactADPEarningBN] AS [SRC],[DW_Landing]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,JOIN [DW_Mart].[dbo].[DimCostCenter] AS [DIM_CCenter] ,[DW_Mart]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,JOIN [DW_Mart].[dbo].[DimDate] AS [CHKDT] ,[DW_Mart]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,JOIN [DW_Mart].[dbo].[DimDate] AS [FullDT] ,[DW_Mart]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,JOIN [DW_Mart].[dbo].[DimMeasure] AS [DIM_MES],[DW_Mart]
DataLakeBaseToMart_FactEarning,spFactEarningLoad,JOIN [DW_Mart].[dbo].[DimDataScenario] AS [DIM_DATASC] ,[DW_Mart]
DataLakeBaseToMart_FactEarning,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_FactEarning,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_FactEarning,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,Update Keys,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,DECLARE @AuditID BIGINT ,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,Update PersonKey,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,FROM [dbo].[FactEarning] [F],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimDate] [D],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimPerson] [P],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimPerson] [C],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,UPDATE [F],No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN ,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,Update AssignmentKey,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimAssignment] [P],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimAssignment] [C],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,Update PositionKey,No db found
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimPosition] [P],[dbo]
DataLakeBaseToMart_FactEarning,spFactEarningUpdateKeys,JOIN [dbo].[DimPosition] [C],[dbo]
DataLakeBaseToMart_FactEmployeeCensus,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_FactEmployeeCensus,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_FactEmployeeCensus,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_FactEmployeeCensusArchive,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_FactEmployeeCensusArchive,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_FactEmployeeCensusArchive,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_FactEmployeeCensusArchive,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_FactEmployeeCensusArchive,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeBaseToMart_FactEmployeeEvent,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeBaseToMart_FactEmployeeEvent,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeBaseToMart_FactEmployeeEvent,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeBaseToMart_FactEmployeeEvent,spEndAuditLog,FROM AuditLog,No db found
DataLakeBaseToMart_FactEmployeeEvent,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_AccreditationBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_AccreditationBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_AccreditationBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_AccreditationBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_AccreditationBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_AgeBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_AgeBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_AgeBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_AgeBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_AgeBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_AP_SUPPLIERS_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_AP_SUPPLIERS_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_AP_SUPPLIERS_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_AP_SUPPLIERS_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_AP_SUPPLIERS_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_AssessmentBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_AssessmentBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_AssessmentBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_AssessmentBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_AssessmentBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_AssignmentBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_AssignmentBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_AssignmentBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_AssignmentBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_AssignmentBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_BaseEmployeeCensusBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_BaseEmployeeCensusBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_BaseEmployeeCensusBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_BaseEmployeeCensusBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_BaseEmployeeCensusBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_BaseEmployeeEventBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_BaseEmployeeEventBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_BaseEmployeeEventBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_EventBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_EventBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_EventBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_EventBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_EventBN,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FlexValuesLookupB10,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FlexValuesLookupB10,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FlexValuesLookupB10,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FlexValuesLookupB10,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FlexValuesLookupB10,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_TL_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_TL_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_TL_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_TL_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUES_TL_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUE_SETS_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_FLEX_VALUE_SETS_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUE_SETS_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_FLEX_VALUE_SETS_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_FLEX_VALUE_SETS_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_ID_FLEX_STRUCTURES_TL_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_ID_FLEX_STRUCTURES_TL_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_ID_FLEX_STRUCTURES_TL_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_ID_FLEX_STRUCTURES_TL_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_ID_FLEX_STRUCTURES_TL_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_LOGINS_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_LOGINS_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_LOGINS_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_LOGINS_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_LOGINS_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_FND_LOOKUP_VALUES_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_FND_LOOKUP_VALUES_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_FND_LOOKUP_VALUES_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_FND_LOOKUP_VALUES_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_FND_LOOKUP_VALUES_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_HRIS_Datalake_Runtime_Metadata,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_HRIS_Datalake_Runtime_Metadata,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_HRIS_Datalake_Runtime_Metadata,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_HRIS_Datalake_Runtime_Metadata,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_HRIS_Datalake_Runtime_Metadata,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_HR_ALL_ORGANIZATION_UNITS_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_HR_ALL_ORGANIZATION_UNITS_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_HR_ALL_ORGANIZATION_UNITS_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_HR_ALL_ORGANIZATION_UNITS_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_HR_ALL_ORGANIZATION_UNITS_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_HR_ALL_POSITIONS_F_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_HR_ALL_POSITIONS_F_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_HR_ALL_POSITIONS_F_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_HR_ALL_POSITIONS_F_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_HR_ALL_POSITIONS_F_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_HR_LOCATIONS_ALL_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_HR_LOCATIONS_ALL_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_HR_LOCATIONS_ALL_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_HR_LOCATIONS_ALL_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_HR_LOCATIONS_ALL_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_HR_LOCATION_EXTRA_INFO_B0,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_HR_LOCATION_EXTRA_INFO_B0,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_HR_LOCATION_EXTRA_INFO_B0,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_HR_LOCATION_EXTRA_INFO_B0,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_HR_LOCATION_EXTRA_INFO_B0,spEndAuditLog,UPDATE	AuditLog,No db found
DataLakeHRISToBase_PayGradeBN,spBeginAuditLog,update  audit table  before the DML operation on the table ,No db found
DataLakeHRISToBase_PayGradeBN,spBeginAuditLog,INSERT INTO AuditLog,No db found
DataLakeHRISToBase_PayGradeBN,spEndAuditLog,update  audit table after the DML operation on the table,No db found
DataLakeHRISToBase_PayGradeBN,spEndAuditLog,FROM AuditLog,No db found
DataLakeHRISToBase_PayGradeBN,spEndAuditLog,UPDATE	AuditLog,No db found
